CHEWY_PRODUCT_PART_NUMBER,reporting_week_month,region,fill_rate,on_hand_units,forecast_units
CW500036,2024-01,NE,0.992,33,43
CW500036,2024-01,MA,0.986,19,34
CW500036,2024-01,SE,0.933,79,49
CW500036,2024-01,MW,0.988,32,31
CW500036,2024-01,TX,0.944,29,38
CW500036,2024-01,MTN,0.975,84,54
CW500036,2024-01,PSW,0.994,77,51
CW500036,2024-01,PNW,0.975,65,35
CW500036,2024-02,NE,0.98,46,54
CW500036,2024-02,MA,0.99,20,37
CW500036,2024-02,SE,0.954,102,54
CW500036,2024-02,MW,0.943,61,41
CW500036,2024-02,TX,0.941,24,47
CW500036,2024-02,MTN,0.932,87,61
CW500036,2024-02,PSW,0.968,101,55
CW500036,2024-02,PNW,0.933,57,45
CW500036,2024-03,NE,0.975,105,55
CW500036,2024-03,MA,0.954,33,40
CW500036,2024-03,SE,0.981,103,57
CW500036,2024-03,MW,0.97,50,48
CW500036,2024-03,TX,0.943,66,49
CW500036,2024-03,MTN,0.948,35,72
CW500036,2024-03,PSW,0.982,60,61
CW500036,2024-03,PNW,0.986,65,48
CW500036,2024-04,NE,0.978,42,70
CW500036,2024-04,MA,0.987,69,44
CW500036,2024-04,SE,0.977,100,72
CW500036,2024-04,MW,0.934,29,55
CW500036,2024-04,TX,0.937,35,61
CW500036,2024-04,MTN,0.943,117,77
CW500036,2024-04,PSW,0.964,44,74
CW500036,2024-04,PNW,0.938,46,57
CW500036,2024-05,NE,0.964,126,68
CW500036,2024-05,MA,0.936,84,57
CW500036,2024-05,SE,0.939,102,83
CW500036,2024-05,MW,0.978,46,51
CW500036,2024-05,TX,0.947,71,67
CW500036,2024-05,MTN,0.965,62,89
CW500036,2024-05,PSW,0.986,93,80
CW500036,2024-05,PNW,0.968,107,59
CW500036,2024-06,NE,0.978,121,78
CW500036,2024-06,MA,0.934,66,52
CW500036,2024-06,SE,0.94,48,78
CW500036,2024-06,MW,0.942,34,54
CW500036,2024-06,TX,0.988,109,59
CW500036,2024-06,MTN,0.949,101,82
CW500036,2024-06,PSW,0.937,71,90
CW500036,2024-06,PNW,0.952,71,63
CW500036,2024-07,NE,0.991,78,73
CW500036,2024-07,MA,0.953,74,55
CW500036,2024-07,SE,0.964,57,75
CW500036,2024-07,MW,0.994,70,56
CW500036,2024-07,TX,0.97,93,61
CW500036,2024-07,MTN,0.962,134,81
CW500036,2024-07,PSW,0.957,95,81
CW500036,2024-07,PNW,0.988,97,58
CW500036,2024-08,NE,0.977,46,71
CW500036,2024-08,MA,0.948,69,49
CW500036,2024-08,SE,1.0,40,71
CW500036,2024-08,MW,0.977,71,54
CW500036,2024-08,TX,0.99,36,54
CW500036,2024-08,MTN,0.997,101,78
CW500036,2024-08,PSW,0.964,93,72
CW500036,2024-08,PNW,0.985,43,53
CW500036,2024-09,NE,0.975,47,62
CW500036,2024-09,MA,0.983,62,43
CW500036,2024-09,SE,0.973,36,58
CW500036,2024-09,MW,0.962,48,43
CW500036,2024-09,TX,0.988,62,52
CW500036,2024-09,MTN,0.934,64,73
CW500036,2024-09,PSW,0.945,101,71
CW500036,2024-09,PNW,0.993,66,49
CW500036,2024-10,NE,0.966,76,50
CW500036,2024-10,MA,0.933,68,40
CW500036,2024-10,SE,0.983,31,55
CW500036,2024-10,MW,0.931,35,42
CW500036,2024-10,TX,0.942,33,44
CW500036,2024-10,MTN,0.963,55,59
CW500036,2024-10,PSW,0.97,91,56
CW500036,2024-10,PNW,0.945,56,43
CW500036,2024-11,NE,0.973,43,47
CW500036,2024-11,MA,0.989,41,32
CW500036,2024-11,SE,0.965,57,51
CW500036,2024-11,MW,0.953,33,36
CW500036,2024-11,TX,0.963,54,39
CW500036,2024-11,MTN,0.941,86,56
CW500036,2024-11,PSW,0.945,28,58
CW500036,2024-11,PNW,0.98,24,39
CW500036,2024-12,NE,0.965,59,46
CW500036,2024-12,MA,0.98,57,32
CW500036,2024-12,SE,0.98,73,44
CW500036,2024-12,MW,0.995,51,36
CW500036,2024-12,TX,0.951,38,39
CW500036,2024-12,MTN,0.974,81,52
CW500036,2024-12,PSW,0.97,82,50
CW500036,2024-12,PNW,0.971,20,37
CW500036,2025-01,NE,0.979,87,45
CW500036,2025-01,MA,0.945,51,38
CW500036,2025-01,SE,0.951,82,53
CW500036,2025-01,MW,0.98,21,38
CW500036,2025-01,TX,0.931,50,39
CW500036,2025-01,MTN,0.952,98,55
CW500036,2025-01,PSW,0.984,100,52
CW500036,2025-01,PNW,0.963,45,41
CW500036,2025-02,NE,0.954,72,56
CW500036,2025-02,MA,0.962,62,41
CW500036,2025-02,SE,0.957,108,61
CW500036,2025-02,MW,0.986,49,38
CW500036,2025-02,TX,0.976,31,46
CW500036,2025-02,MTN,0.982,83,58
CW500036,2025-02,PSW,0.941,94,59
CW500036,2025-02,PNW,0.941,25,51
CW500036,2025-03,NE,0.979,89,59
CW500036,2025-03,MA,0.973,25,48
CW500036,2025-03,SE,0.967,122,67
CW500036,2025-03,MW,0.978,41,43
CW500036,2025-03,TX,0.999,42,51
CW500036,2025-03,MTN,0.985,145,74
CW500036,2025-03,PSW,0.947,42,78
CW500036,2025-03,PNW,0.962,85,54
CW500036,2025-04,NE,0.999,61,69
CW500036,2025-04,MA,0.969,93,53
CW500036,2025-04,SE,0.997,83,69
CW500036,2025-04,MW,0.984,80,53
CW500036,2025-04,TX,0.944,108,59
CW500036,2025-04,MTN,0.994,81,81
CW500036,2025-04,PSW,0.94,57,87
CW500036,2025-04,PNW,0.952,78,60
CW500036,2025-05,NE,0.93,109,76
CW500036,2025-05,MA,0.933,31,57
CW500036,2025-05,SE,0.979,125,73
CW500036,2025-05,MW,0.988,74,54
CW500036,2025-05,TX,0.977,89,67
CW500036,2025-05,MTN,0.991,172,90
CW500036,2025-05,PSW,0.992,73,81
CW500036,2025-05,PNW,0.975,95,66
CW500036,2025-06,NE,0.997,46,74
CW500036,2025-06,MA,0.952,83,58
CW500036,2025-06,SE,0.946,129,79
CW500036,2025-06,MW,0.965,27,56
CW500036,2025-06,TX,0.942,39,64
CW500036,2025-06,MTN,0.995,121,85
CW500036,2025-06,PSW,0.94,110,98
CW500036,2025-06,PNW,0.986,33,64
CW500036,2025-07,NE,0.947,134,79
CW500036,2025-07,MA,0.986,88,59
CW500036,2025-07,SE,0.981,145,76
CW500036,2025-07,MW,0.973,89,62
CW500036,2025-07,TX,0.952,112,71
CW500036,2025-07,MTN,0.96,96,84
CW500036,2025-07,PSW,0.987,45,89
CW500036,2025-07,PNW,0.992,46,65
CW500036,2025-08,NE,0.964,114,71
CW500036,2025-08,MA,0.949,33,51
CW500036,2025-08,SE,0.957,51,79
CW500036,2025-08,MW,0.996,57,57
CW500036,2025-08,TX,0.972,115,64
CW500036,2025-08,MTN,0.934,78,84
CW500036,2025-08,PSW,0.999,57,75
CW500036,2025-08,PNW,0.942,35,61
CW500036,2025-09,NE,0.997,39,64
CW500036,2025-09,MA,0.932,73,50
CW500036,2025-09,SE,0.955,62,67
CW500036,2025-09,MW,0.999,48,52
CW500036,2025-09,TX,0.972,62,52
CW500036,2025-09,MTN,0.96,90,72
CW500036,2025-09,PSW,0.946,80,72
CW500036,2025-09,PNW,0.957,99,54
CW500036,2025-10,NE,0.97,60,53
CW500036,2025-10,MA,0.995,44,38
CW500036,2025-10,SE,0.944,89,59
CW500036,2025-10,MW,0.946,69,46
CW500036,2025-10,TX,0.95,59,51
CW500036,2025-10,MTN,0.95,57,66
CW500036,2025-10,PSW,0.98,35,61
CW500036,2025-10,PNW,0.99,45,48
CW500036,2025-11,NE,0.968,56,48
CW500036,2025-11,MA,0.995,30,37
CW500036,2025-11,SE,0.943,25,51
CW500036,2025-11,MW,0.987,30,40
CW500036,2025-11,TX,0.961,68,41
CW500036,2025-11,MTN,0.978,30,54
CW500036,2025-11,PSW,0.975,85,60
CW500036,2025-11,PNW,0.958,43,41
CW500036,2025-12,NE,0.992,48,45
CW500036,2025-12,MA,0.938,43,37
CW500036,2025-12,SE,0.987,80,48
CW500036,2025-12,MW,0.957,37,37
CW500036,2025-12,TX,0.963,71,43
CW500036,2025-12,MTN,0.937,95,57
CW500036,2025-12,PSW,0.981,46,58
CW500036,2025-12,PNW,0.994,85,44
CW500039,2024-01,NE,0.933,20,19
CW500039,2024-01,MA,0.962,30,17
CW500039,2024-01,SE,0.968,19,14
CW500039,2024-01,MW,0.985,26,14
CW500039,2024-01,TX,0.955,17,17
CW500039,2024-01,MTN,0.945,15,20
CW500039,2024-01,PSW,0.994,8,12
CW500039,2024-01,PNW,0.954,14,20
CW500039,2024-02,NE,0.952,28,22
CW500039,2024-02,MA,0.945,11,21
CW500039,2024-02,SE,0.956,23,17
CW500039,2024-02,MW,0.988,26,16
CW500039,2024-02,TX,0.983,11,18
CW500039,2024-02,MTN,0.994,16,18
CW500039,2024-02,PSW,0.973,12,13
CW500039,2024-02,PNW,0.95,34,18
CW500039,2024-03,NE,0.956,10,21
CW500039,2024-03,MA,0.948,39,23
CW500039,2024-03,SE,0.976,14,18
CW500039,2024-03,MW,0.961,17,17
CW500039,2024-03,TX,0.99,31,18
CW500039,2024-03,MTN,0.932,25,20
CW500039,2024-03,PSW,0.944,14,16
CW500039,2024-03,PNW,0.965,14,23
CW500039,2024-04,NE,0.961,30,26
CW500039,2024-04,MA,0.974,23,24
CW500039,2024-04,SE,0.967,22,18
CW500039,2024-04,MW,0.962,30,17
CW500039,2024-04,TX,0.947,20,21
CW500039,2024-04,MTN,0.967,24,20
CW500039,2024-04,PSW,0.944,17,16
CW500039,2024-04,PNW,0.952,32,24
CW500039,2024-05,NE,0.949,43,24
CW500039,2024-05,MA,0.978,28,24
CW500039,2024-05,SE,0.931,28,22
CW500039,2024-05,MW,0.974,37,19
CW500039,2024-05,TX,0.95,38,22
CW500039,2024-05,MTN,0.95,46,25
CW500039,2024-05,PSW,0.931,18,18
CW500039,2024-05,PNW,0.942,38,27
CW500039,2024-06,NE,0.981,34,26
CW500039,2024-06,MA,0.946,34,25
CW500039,2024-06,SE,0.97,25,21
CW500039,2024-06,MW,0.943,10,19
CW500039,2024-06,TX,0.933,34,22
CW500039,2024-06,MTN,0.964,42,22
CW500039,2024-06,PSW,0.999,16,19
CW500039,2024-06,PNW,0.99,13,24
CW500039,2024-07,NE,0.936,13,25
CW500039,2024-07,MA,0.981,18,23
CW500039,2024-07,SE,0.96,18,21
CW500039,2024-07,MW,0.968,19,20
CW500039,2024-07,TX,0.988,15,23
CW500039,2024-07,MTN,0.953,43,24
CW500039,2024-07,PSW,0.945,13,20
CW500039,2024-07,PNW,0.989,25,26
CW500039,2024-08,NE,0.967,23,23
CW500039,2024-08,MA,0.999,26,23
CW500039,2024-08,SE,0.999,37,19
CW500039,2024-08,MW,0.955,25,20
CW500039,2024-08,TX,0.962,33,20
CW500039,2024-08,MTN,0.951,44,25
CW500039,2024-08,PSW,0.977,18,16
CW500039,2024-08,PNW,0.932,34,26
CW500039,2024-09,NE,0.985,38,24
CW500039,2024-09,MA,0.974,26,23
CW500039,2024-09,SE,0.991,19,18
CW500039,2024-09,MW,0.961,33,19
CW500039,2024-09,TX,0.99,25,18
CW500039,2024-09,MTN,0.989,11,22
CW500039,2024-09,PSW,0.968,27,17
CW500039,2024-09,PNW,0.968,34,23
CW500039,2024-10,NE,0.976,43,22
CW500039,2024-10,MA,0.998,30,20
CW500039,2024-10,SE,0.955,18,17
CW500039,2024-10,MW,0.951,14,16
CW500039,2024-10,TX,0.98,28,17
CW500039,2024-10,MTN,0.987,18,19
CW500039,2024-10,PSW,0.972,24,16
CW500039,2024-10,PNW,0.932,13,22
CW500039,2024-11,NE,0.957,38,21
CW500039,2024-11,MA,0.984,32,17
CW500039,2024-11,SE,0.99,12,16
CW500039,2024-11,MW,0.994,10,17
CW500039,2024-11,TX,1.0,28,16
CW500039,2024-11,MTN,0.983,23,18
CW500039,2024-11,PSW,0.938,14,15
CW500039,2024-11,PNW,0.945,29,21
CW500039,2024-12,NE,0.974,37,20
CW500039,2024-12,MA,0.963,31,17
CW500039,2024-12,SE,0.984,19,16
CW500039,2024-12,MW,0.967,25,14
CW500039,2024-12,TX,0.995,32,17
CW500039,2024-12,MTN,0.984,19,18
CW500039,2024-12,PSW,0.971,18,14
CW500039,2024-12,PNW,0.982,20,20
CW500039,2025-01,NE,0.958,25,20
CW500039,2025-01,MA,0.959,25,19
CW500039,2025-01,SE,0.991,14,15
CW500039,2025-01,MW,0.965,29,16
CW500039,2025-01,TX,0.98,29,17
CW500039,2025-01,MTN,0.938,11,19
CW500039,2025-01,PSW,0.982,12,13
CW500039,2025-01,PNW,0.948,11,22
CW500039,2025-02,NE,0.966,31,21
CW500039,2025-02,MA,0.949,24,21
CW500039,2025-02,SE,0.938,30,17
CW500039,2025-02,MW,0.989,25,16
CW500039,2025-02,TX,0.936,24,19
CW500039,2025-02,MTN,0.932,23,21
CW500039,2025-02,PSW,0.985,13,15
CW500039,2025-02,PNW,0.957,16,21
CW500039,2025-03,NE,0.947,28,23
CW500039,2025-03,MA,0.955,27,21
CW500039,2025-03,SE,0.996,27,18
CW500039,2025-03,MW,0.947,27,19
CW500039,2025-03,TX,0.935,31,20
CW500039,2025-03,MTN,0.969,21,21
CW500039,2025-03,PSW,0.982,28,16
CW500039,2025-03,PNW,0.96,29,23
CW_NEW_0039,2025-04,NE,0.989,35,25
CW_NEW_0039,2025-04,MA,0.965,23,25
CW_NEW_0039,2025-04,SE,0.939,24,20
CW_NEW_0039,2025-04,MW,0.946,19,19
CW_NEW_0039,2025-04,TX,0.979,18,21
CW_NEW_0039,2025-04,MTN,0.968,40,23
CW_NEW_0039,2025-04,PSW,0.987,25,17
CW_NEW_0039,2025-04,PNW,0.963,39,26
CW_NEW_0039,2025-05,NE,0.969,16,27
CW_NEW_0039,2025-05,MA,0.979,23,25
CW_NEW_0039,2025-05,SE,0.986,41,23
CW_NEW_0039,2025-05,MW,0.996,25,22
CW_NEW_0039,2025-05,TX,0.991,23,24
CW_NEW_0039,2025-05,MTN,0.973,23,26
CW_NEW_0039,2025-05,PSW,0.995,31,17
CW_NEW_0039,2025-05,PNW,0.997,14,26
CW500039,2025-06,NE,0.934,32,31
CW500039,2025-06,MA,0.931,31,27
CW500039,2025-06,SE,0.954,23,22
CW500039,2025-06,MW,0.956,35,21
CW500039,2025-06,TX,0.963,20,25
CW500039,2025-06,MTN,0.969,30,26
CW500039,2025-06,PSW,0.986,14,20
CW500039,2025-06,PNW,0.972,45,27
CW500039,2025-07,NE,0.941,40,28
CW500039,2025-07,MA,0.975,25,27
CW500039,2025-07,SE,0.946,25,24
CW500039,2025-07,MW,0.93,43,23
CW500039,2025-07,TX,0.946,30,22
CW500039,2025-07,MTN,0.939,30,26
CW500039,2025-07,PSW,0.93,31,19
CW500039,2025-07,PNW,0.954,30,29
CW500039,2025-08,NE,0.942,16,26
CW500039,2025-08,MA,0.998,27,24
CW500039,2025-08,SE,0.94,22,22
CW500039,2025-08,MW,0.991,25,19
CW500039,2025-08,TX,0.968,27,20
CW500039,2025-08,MTN,0.968,21,23
CW500039,2025-08,PSW,0.991,28,19
CW500039,2025-08,PNW,0.979,17,26
CW500039,2025-09,NE,0.953,24,23
CW500039,2025-09,MA,0.95,29,25
CW500039,2025-09,SE,0.961,16,18
CW500039,2025-09,MW,0.987,29,18
CW500039,2025-09,TX,0.972,31,21
CW500039,2025-09,MTN,0.961,18,21
CW500039,2025-09,PSW,0.999,27,17
CW500039,2025-09,PNW,0.967,33,22
CW500039,2025-10,NE,0.992,36,23
CW500039,2025-10,MA,0.968,25,22
CW500039,2025-10,SE,0.935,13,19
CW500039,2025-10,MW,0.945,30,19
CW500039,2025-10,TX,0.944,34,20
CW500039,2025-10,MTN,0.971,11,22
CW500039,2025-10,PSW,0.947,28,15
CW500039,2025-10,PNW,0.942,24,24
CW500039,2025-11,NE,0.947,19,21
CW500039,2025-11,MA,0.995,38,21
CW500039,2025-11,SE,0.996,14,18
CW500039,2025-11,MW,0.93,30,18
CW500039,2025-11,TX,0.946,16,17
CW500039,2025-11,MTN,0.952,30,20
CW500039,2025-11,PSW,0.956,25,15
CW500039,2025-11,PNW,0.959,15,20
CW500039,2025-12,NE,0.985,29,21
CW500039,2025-12,MA,0.939,37,21
CW500039,2025-12,SE,0.943,13,19
CW500039,2025-12,MW,0.985,12,15
CW500039,2025-12,TX,0.942,15,16
CW500039,2025-12,MTN,0.942,35,19
CW500039,2025-12,PSW,0.966,21,14
CW500039,2025-12,PNW,0.978,40,21
CW500042,2024-01,NE,0.959,70,109
CW500042,2024-01,MA,0.937,96,104
CW500042,2024-01,SE,0.99,206,134
CW500042,2024-01,MW,0.966,126,106
CW500042,2024-01,TX,0.995,81,85
CW500042,2024-01,MTN,1.0,189,118
CW500042,2024-01,PSW,0.965,178,132
CW500042,2024-01,PNW,0.998,141,78
CW500042,2024-02,NE,0.963,224,126
CW500042,2024-02,MA,0.993,165,100
CW500042,2024-02,SE,0.945,82,143
CW500042,2024-02,MW,0.938,217,124
CW500042,2024-02,TX,0.983,55,96
CW500042,2024-02,MTN,0.961,202,131
CW500042,2024-02,PSW,0.969,109,133
CW500042,2024-02,PNW,0.988,88,92
CW500042,2024-03,NE,0.943,81,138
CW500042,2024-03,MA,0.931,215,117
CW500042,2024-03,SE,0.996,226,157
CW500042,2024-03,MW,0.941,56,120
CW500042,2024-03,TX,0.949,95,113
CW500042,2024-03,MTN,0.979,162,137
CW500042,2024-03,PSW,0.933,92,162
CW500042,2024-03,PNW,0.969,153,89
CW500042,2024-04,NE,0.992,128,141
CW500042,2024-04,MA,0.998,209,124
CW500042,2024-04,SE,0.938,275,167
CW500042,2024-04,MW,0.96,187,136
CW500042,2024-04,TX,0.959,164,112
CW500042,2024-04,MTN,0.994,91,150
CW500042,2024-04,PSW,0.967,269,168
CW500042,2024-04,PNW,0.978,180,107
CW500042,2024-05,NE,0.976,196,151
CW500042,2024-05,MA,0.998,187,124
CW500042,2024-05,SE,0.941,205,181
CW500042,2024-05,MW,0.995,262,144
CW500042,2024-05,TX,0.951,161,121
CW500042,2024-05,MTN,0.96,222,156
CW500042,2024-05,PSW,0.947,123,165
CW500042,2024-05,PNW,0.972,184,117
CW500042,2024-06,NE,0.983,195,146
CW500042,2024-06,MA,0.957,223,128
CW500042,2024-06,SE,0.995,192,179
CW500042,2024-06,MW,0.97,158,139
CW500042,2024-06,TX,0.951,203,119
CW500042,2024-06,MTN,0.994,99,166
CW500042,2024-06,PSW,0.966,94,182
CW500042,2024-06,PNW,0.969,187,114
CW500042,2024-07,NE,0.944,263,154
CW500042,2024-07,MA,0.938,185,133
CW500042,2024-07,SE,0.971,183,177
CW500042,2024-07,MW,0.934,193,160
CW500042,2024-07,TX,0.969,128,120
CW500042,2024-07,MTN,0.993,223,152
CW500042,2024-07,PSW,0.977,119,184
CW500042,2024-07,PNW,0.939,100,106
CW500042,2024-08,NE,0.988,126,148
CW500042,2024-08,MA,0.968,221,134
CW500042,2024-08,SE,0.958,299,161
CW500042,2024-08,MW,0.972,246,145
CW500042,2024-08,TX,0.983,99,127
CW500042,2024-08,MTN,0.96,174,161
CW500042,2024-08,PSW,0.937,213,184
CW500042,2024-08,PNW,0.991,205,108
CW500042,2024-09,NE,0.937,87,148
CW500042,2024-09,MA,0.997,199,117
CW500042,2024-09,SE,0.941,104,172
CW500042,2024-09,MW,0.977,221,120
CW500042,2024-09,TX,0.984,64,110
CW500042,2024-09,MTN,0.941,108,145
CW500042,2024-09,PSW,0.978,222,165
CW500042,2024-09,PNW,0.935,118,97
CW500042,2024-10,NE,0.98,157,123
CW500042,2024-10,MA,0.974,74,106
CW500042,2024-10,SE,0.991,201,157
CW500042,2024-10,MW,0.943,68,133
CW500042,2024-10,TX,0.936,185,116
CW500042,2024-10,MTN,0.98,94,120
CW500042,2024-10,PSW,0.932,182,155
CW500042,2024-10,PNW,0.942,116,98
CW500042,2024-11,NE,0.961,110,121
CW500042,2024-11,MA,0.951,199,109
CW500042,2024-11,SE,0.969,123,136
CW500042,2024-11,MW,0.997,234,118
CW500042,2024-11,TX,0.942,164,101
CW500042,2024-11,MTN,0.979,190,130
CW500042,2024-11,PSW,0.952,152,141
CW500042,2024-11,PNW,0.956,103,85
CW500042,2024-12,NE,0.995,89,117
CW500042,2024-12,MA,0.966,105,93
CW500042,2024-12,SE,0.945,198,137
CW500042,2024-12,MW,0.985,149,108
CW500042,2024-12,TX,0.951,88,105
CW500042,2024-12,MTN,0.993,223,120
CW500042,2024-12,PSW,0.986,234,133
CW500042,2024-12,PNW,0.979,123,88
CW500042,2025-01,NE,0.96,183,117
CW500042,2025-01,MA,0.99,63,93
CW500042,2025-01,SE,0.948,120,142
CW500042,2025-01,MW,0.936,68,117
CW500042,2025-01,TX,0.98,49,95
CW500042,2025-01,MTN,0.983,78,134
CW500042,2025-01,PSW,0.941,89,141
CW500042,2025-01,PNW,0.935,62,87
CW500042,2025-02,NE,0.98,166,122
CW500042,2025-02,MA,0.958,215,117
CW500042,2025-02,SE,0.995,94,139
CW500042,2025-02,MW,0.964,58,115
CW500042,2025-02,TX,0.96,211,113
CW500042,2025-02,MTN,0.963,161,128
CW500042,2025-02,PSW,0.973,255,142
CW500042,2025-02,PNW,0.956,117,99
CW500042,2025-03,NE,0.959,209,147
CW500042,2025-03,MA,0.955,95,115
CW500042,2025-03,SE,0.939,116,170
CW500042,2025-03,MW,0.944,139,136
CW500042,2025-03,TX,0.956,185,110
CW500042,2025-03,MTN,0.934,214,142
CW500042,2025-03,PSW,0.968,133,161
CW500042,2025-03,PNW,0.946,91,103
CW_NEW_0042,2025-04,NE,0.959,247,142
CW_NEW_0042,2025-04,MA,0.933,145,132
CW_NEW_0042,2025-04,SE,0.969,181,180
CW_NEW_0042,2025-04,MW,0.993,123,144
CW_NEW_0042,2025-04,TX,0.969,216,128
CW_NEW_0042,2025-04,MTN,0.934,206,154
CW_NEW_0042,2025-04,PSW,0.973,318,170
CW_NEW_0042,2025-04,PNW,0.953,179,120
CW_NEW_0042,2025-05,NE,0.938,188,175
CW_NEW_0042,2025-05,MA,0.973,215,136
CW_NEW_0042,2025-05,SE,0.983,282,199
CW_NEW_0042,2025-05,MW,0.952,79,157
CW_NEW_0042,2025-05,TX,0.995,163,137
CW_NEW_0042,2025-05,MTN,0.947,251,168
CW_NEW_0042,2025-05,PSW,0.941,297,188
CW_NEW_0042,2025-05,PNW,0.944,169,111
CW500042,2025-06,NE,0.961,257,176
CW500042,2025-06,MA,0.984,261,134
CW500042,2025-06,SE,0.988,112,190
CW500042,2025-06,MW,0.967,212,154
CW500042,2025-06,TX,0.944,245,140
CW500042,2025-06,MTN,0.972,156,177
CW500042,2025-06,PSW,0.932,91,193
CW500042,2025-06,PNW,0.956,190,125
CW500042,2025-07,NE,0.943,176,158
CW500042,2025-07,MA,0.94,68,144
CW500042,2025-07,SE,0.964,349,200
CW500042,2025-07,MW,0.956,284,157
CW500042,2025-07,TX,0.953,81,135
CW500042,2025-07,MTN,0.987,297,169
CW500042,2025-07,PSW,0.963,234,197
CW500042,2025-07,PNW,0.961,213,117
CW500042,2025-08,NE,0.951,93,154
CW500042,2025-08,MA,0.986,161,125
CW500042,2025-08,SE,0.977,192,192
CW500042,2025-08,MW,0.942,218,159
CW500042,2025-08,TX,0.93,175,131
CW500042,2025-08,MTN,0.975,173,159
CW500042,2025-08,PSW,0.948,155,184
CW500042,2025-08,PNW,0.961,195,118
CW500042,2025-09,NE,0.975,183,139
CW500042,2025-09,MA,0.961,163,118
CW500042,2025-09,SE,0.985,196,172
CW500042,2025-09,MW,0.936,184,135
CW500042,2025-09,TX,0.972,241,126
CW500042,2025-09,MTN,0.977,124,158
CW500042,2025-09,PSW,0.979,286,166
CW500042,2025-09,PNW,0.965,171,112
CW500042,2025-10,NE,0.977,254,136
CW500042,2025-10,MA,0.963,219,116
CW500042,2025-10,SE,0.981,204,149
CW500042,2025-10,MW,0.994,140,122
CW500042,2025-10,TX,0.941,205,121
CW500042,2025-10,MTN,0.947,146,132
CW500042,2025-10,PSW,0.973,151,144
CW500042,2025-10,PNW,0.968,79,99
CW500042,2025-11,NE,0.952,179,139
CW500042,2025-11,MA,0.934,53,105
CW500042,2025-11,SE,0.957,160,151
CW500042,2025-11,MW,0.967,184,127
CW500042,2025-11,TX,0.941,76,112
CW500042,2025-11,MTN,0.931,129,137
CW500042,2025-11,PSW,0.937,260,140
CW500042,2025-11,PNW,0.989,182,93
CW500042,2025-12,NE,0.94,189,135
CW500042,2025-12,MA,0.94,64,109
CW500042,2025-12,SE,0.976,68,140
CW500042,2025-12,MW,0.941,89,131
CW500042,2025-12,TX,0.96,89,103
CW500042,2025-12,MTN,0.991,166,133
CW500042,2025-12,PSW,0.948,140,150
CW500042,2025-12,PNW,0.973,96,95
CW500045,2024-01,NE,0.947,109,95
CW500045,2024-01,MA,0.942,68,89
CW500045,2024-01,SE,0.95,241,131
CW500045,2024-01,MW,0.93,62,123
CW500045,2024-01,TX,0.98,217,136
CW500045,2024-01,MTN,0.995,169,134
CW500045,2024-01,PSW,0.956,209,120
CW500045,2024-01,PNW,0.986,120,93
CW500045,2024-02,NE,0.931,113,119
CW500045,2024-02,MA,0.97,198,106
CW500045,2024-02,SE,0.974,113,133
CW500045,2024-02,MW,0.948,139,138
CW500045,2024-02,TX,0.985,270,157
CW500045,2024-02,MTN,0.932,257,145
CW500045,2024-02,PSW,0.971,159,131
CW500045,2024-02,PNW,0.951,122,109
CW500045,2024-03,NE,0.969,84,106
CW500045,2024-03,MA,0.952,181,106
CW500045,2024-03,SE,0.972,225,159
CW500045,2024-03,MW,1.0,258,139
CW500045,2024-03,TX,0.995,142,151
CW500045,2024-03,MTN,0.97,184,148
CW500045,2024-03,PSW,0.939,169,130
CW500045,2024-03,PNW,0.945,149,107
CW500045,2024-04,NE,0.995,149,118
CW500045,2024-04,MA,0.988,99,120
CW500045,2024-04,SE,0.966,267,178
CW500045,2024-04,MW,0.981,314,168
CW500045,2024-04,TX,0.974,91,160
CW500045,2024-04,MTN,0.941,313,173
CW500045,2024-04,PSW,0.995,162,151
CW500045,2024-04,PNW,0.998,203,126
CW500045,2024-05,NE,0.997,136,127
CW500045,2024-05,MA,0.939,119,128
CW500045,2024-05,SE,0.999,266,161
CW500045,2024-05,MW,0.948,196,166
CW500045,2024-05,TX,0.985,253,168
CW500045,2024-05,MTN,0.986,187,185
CW500045,2024-05,PSW,0.98,186,162
CW500045,2024-05,PNW,0.96,166,136
CW500045,2024-06,NE,0.993,252,138
CW500045,2024-06,MA,0.935,98,128
CW500045,2024-06,SE,0.938,125,185
CW500045,2024-06,MW,0.97,241,179
CW500045,2024-06,TX,0.972,157,201
CW500045,2024-06,MTN,0.954,227,188
CW500045,2024-06,PSW,0.977,142,167
CW500045,2024-06,PNW,0.973,120,135
CW500045,2024-07,NE,0.97,217,136
CW500045,2024-07,MA,0.939,196,139
CW500045,2024-07,SE,0.951,235,186
CW500045,2024-07,MW,0.947,88,180
CW500045,2024-07,TX,0.969,266,185
CW500045,2024-07,MTN,0.965,236,191
CW500045,2024-07,PSW,0.964,261,162
CW500045,2024-07,PNW,0.998,231,132
CW500045,2024-08,NE,0.942,101,135
CW500045,2024-08,MA,0.967,74,120
CW500045,2024-08,SE,0.933,134,176
CW500045,2024-08,MW,0.957,244,165
CW500045,2024-08,TX,0.998,115,181
CW500045,2024-08,MTN,0.946,122,190
CW500045,2024-08,PSW,0.932,148,147
CW500045,2024-08,PNW,0.949,165,123
CW500045,2024-09,NE,0.956,163,123
CW500045,2024-09,MA,0.97,121,112
CW500045,2024-09,SE,0.99,217,148
CW500045,2024-09,MW,0.945,120,161
CW500045,2024-09,TX,0.954,202,174
